address,group,name,fields_address,fields_count,fields
0x1801CF880,default,PDFFilePropertyCertificateProtection,0x1801CF848,1,support:bool
0x18014A860,default,PDFFileSaveAsPicture,0x18014A828,1,filter:bool
0x1801584F0,default,PDFFileShareEntrace,0x1801584B8,1,filter:bool
0x18012AAF0,default,PdfFileSharingDlg,0x18012AAC0,1,support:bool
0x1801CDFB8,default,PDFFloatBarTranslation,0x1801CDFA0,1,filter:bool
0x180159980,default,PdfFloatToolButton,0x180159920,2,getStrLang:bool;support:bool
0x18016D1A0,default,PDFFontFloatbar,0x18016D188,1,filter:bool
0x18016A1B0,default,PDFFontFloatbarDocTrans,0x18016A158,1,filter:bool
0x180128EA0,default,PDFFontFloatbarTranslae,0x180128E68,1,filter:bool
0x1801B45A0,default,PDFForceOldServerVersionDocPermission,0x1801B4530,1,support:bool
0x18014A5D0,default,PDFFormEditEnter,0x18014A5A0,1,filter:bool
0x180185530,default,PdfFormFillAddDate,0x180185500,1,filter:bool
0x180141920,default,PDFFormFillAddImage,0x1801418E8,1,filter:bool
0x180190A00,default,PdfFormFilliSignMode,0x1801909C8,1,support:bool
0x18012F710,default,PDFFormFillMode,0x18012F6F8,1,support:bool
0x1801CB5D0,default,PdfFormHighlight,0x1801CB5B8,1,filter:bool
0x1801333D0,default,PdfFormInEdit,0x1801333B8,1,filter:bool
0x180136B30,default,PDFFormMiniToolBar,0x180136AD8,1,filter:bool
0x1801C37E0,default,PdfFormToolbar,0x1801C37C8,1,filter:bool
0x1801B1A88,default,PDFFreeInsertPage,0x1801B1A70,1,support:bool
0x1801361E0,default,PDFGetPdfDataPath,0x1801361C8,1,support:bool
0x1801B60C0,default,PDFHandlerCustomisedTitleTip,0x1801B6088,1,support:bool
0x180130300,default,PDFHelpPage,0x1801302A0,1,support:bool
0x1801B13C0,default,PDFHideAuthDay,0x1801B1368,1,support:bool
0x180133740,default,PDFHomeTab,0x1801336E8,1,filter:bool
0x180155A10,default,PDFHost,0x1801559B8,1,url:string
0x1801CFB70,default,PDFHyperLinkEntry,0x1801CFB10,1,filter:bool
0x18015BF50,default,PDFIgnoreVipLogo,0x18015BF18,1,support:bool
0x1801304C0,default,PdfImageMenuEditTextInPicture,0x180130438,1,filter:bool
0x180144AB0,default,PdfImageMenuHyperLink,0x180144A40,1,filter:bool
0x180148650,default,PdfImageMenuPicExtract,0x180148638,1,filter:bool
0x180142EC0,default,PdfImageOCRToolRightMenu,0x180142E90,1,filter:bool
0x18012B1C0,default,PDFImageRecogWithApp,0x18012B188,1,support:bool
0x1801BE428,default,PdfImgTransBoxSelQuickEdit,0x1801BE410,1,filter:bool
0x180144C80,default,PDFImportCatalog,0x180144C48,1,filter:bool
0x180152A00,default,PdfImportPagesFromFile,0x1801529E8,1,filter:bool
0x180121170,default,PdfIndependentAppWindowTitle,0x180121138,1,support:bool
0x18016E378,default,PdfIndependentPromeHelp,0x18016E360,1,support:bool
0x1801AB458,default,PDFInsertAddTextEntry,0x1801AB440,1,filter:bool
0x180197BA8,default,PDFInsertCatalog,0x180197B90,1,filter:bool
0x1801B07C0,default,PDFInsertDocUseAdvancedTool,0x1801B0780,1,filter:bool
0x180151720,default,PDFInsertPageCatalog,0x180151708,1,filter:bool
0x1801726A0,default,PdfInsertPagesDlg,0x180172610,4,adjustLayout:bool;adjustTranslation:bool;checkSrcPageCount:bool;checkSrcPageCountOld:bool
0x1801A64D0,default,PDFInsertPagesUIAdjust,0x1801A6498,1,support:bool
0x180165D20,default,PDFInsertPageUsePageOperator,0x180165CC8,1,filter:bool
0x180145B58,default,PDFInsertPreHandleFileType,0x180145B40,1,support:bool
0x1801841E8,default,PDFInsertScreenGrab,0x1801841D0,1,filter:bool
0x180198F98,default,PDFInsertStamp,0x180198F80,1,filter:bool
0x1801A4CA0,default,PDFInsertTab,0x1801A4C70,1,filter:bool
0x18014EE50,default,PDFInvoiceTab,0x18014EE20,2,filter:bool;support:bool
0x180174BF0,default,PDFJsAddonsPath,0x180174BD8,1,support:bool
0x18016F028,default,PDFJsApiPlugin,0x18016F010,1,support:bool
0x180190980,default,PdfKCloudSyncManager,0x180190940,1,support:bool
0x180159B50,default,PDFKingsoftPDFHelp,0x180159AF8,1,filter:bool
0x1801A1880,default,PDFKOCRToolRightMenuOcrExtractPage,0x1801A1808,1,filter:bool
0x180168880,default,PdfKosEventHandle,0x180168778,1,support:bool
0x1801851B8,default,PdfKosUnitConfig,0x1801851A0,1,support:bool
0x180156A90,default,PdfKxDataRecoverCommand,0x180156A58,1,support:bool
0x1801A5CF0,default,PDFLegalNoticeForKingSoft,0x1801A5CB8,1,support:bool
0x18016D600,default,PdfLiveMessageContentDlg,0x18016D5A8,1,support:bool
0x18019D7D8,default,PdfLoginInEmbedding,0x18019D7C0,1,support:bool
0x180127C88,default,PDFMacVipBtnIcon,0x180127C40,1,value:string
0x18016BF68,default,PDFMeasureToolCommon,0x18016BF50,1,support:bool
0x180153D00,default,PdfMemberPermission,0x180153C98,1,support:bool
0x1801C3DD0,default,PdfMergeFeedback,0x1801C3DB8,1,filter:bool
0x1801505B0,default,PDFMergePage,0x180150578,1,filter:bool
0x18018A550,default,PdfMessageBoxBtnStyle,0x18018A510,1,support:bool
0x1801AC5C8,default,PdfMissingFontReplace,0x1801AC5B0,1,filter:bool
0x18017D890,default,PDFModifyPermission,0x18017D878,1,support:bool
0x180173AB0,default,PDFModuleMgrXFA,0x180173A98,1,support:bool
0x180137650,default,PDFMultipleTypeDocMerge,0x1801375F8,1,support:bool
0x180193040,default,PdfNavCommentDelBtnMultiLine,0x180193008,1,support:bool
0x1801C62D0,default,PDFNavigationPaneLayer,0x1801C6290,1,filter:bool
0x180169F80,default,PdfNaviPaneAnnotWidget,0x180169F40,1,support:bool
0x180182930,default,PdfNaviPaneOutlineAttrWin,0x1801828F8,1,support:bool
0x180160A68,default,PdfNaviPaneReadingCommand,0x180160A50,1,support:bool
0x180169958,default,PdfNewBatchPrintQuickmenu,0x180169940,1,filter:bool
0x180178000,default,PdfNewDocsPromePdfOpenDocFilterFdf,0x180177FC8,1,support:bool
0x180181D30,default,PdfNewDocsTryClose,0x180181CF8,1,support:bool
0x180138710,default,PDFNewPageBackgroundButtonCustom,0x1801386C0,1,support:bool
0x1801C3F60,default,PDFNewPictureQuickBar,0x1801C3F30,1,filter:bool
0x1801827A0,default,PdfNotifyNewFile,0x180182788,1,support:bool
0x1801818A0,default,PDFObjectAlign,0x180181888,1,filter:bool
0x180193D80,default,PDFOcrBoxSelectEditMenu,0x180193D40,1,filter:bool
0x18017A400,default,PDFOcrDetect,0x18017A3B0,1,filter:bool
0x1801CFB90,default,PDFOcrDetectBoxMiniToolBar,0x1801CFB28,1,filter:bool
0x18019F960,default,PdfOcrExportFileControlByOem,0x18019F8F8,1,support:bool
0x1801C5920,default,PDFOcrExtractText,0x1801C58D8,1,filter:bool
0x18016C400,default,PDFOcrExtractText2Excel,0x18016C3C8,1,filter:bool
0x180152C00,default,PDFOcrExtractText2ExcelMenu,0x180152BC8,1,filter:bool
0x18013FA80,default,PDFOcrExtractText2Word,0x18013FA50,1,filter:bool
0x18018BB90,default,PDFOcrExtractText2WordMenu,0x18018BB78,1,filter:bool
0x1801C9648,default,PdfOcrExtractTextControlByOem,0x1801C9630,1,support:bool
0x180172B30,default,PdfOcrExtractTextCopyText,0x180172AF8,1,filter:bool
0x180126AA0,default,PDFOcrExtractTextMenu,0x180126A68,1,filter:bool
0x180199980,default,PdfOcrExtractTextOutputExcel,0x180199940,1,filter:bool
0x180166D90,default,PdfOcrExtractTextOutputWord,0x180166D78,1,filter:bool
0x18017D1C8,default,PDFOcrMenuTableRec,0x18017D1B0,1,filter:bool
0x18013C9D0,default,PDFOcrSearchResultTip,0x18013C998,1,support:bool
0x18012F848,default,PdfOEMIntranetAuth,0x18012F830,1,support:bool
0x1801454C0,default,PDFOnlineConvertInKPDFImgrecog,0x1801454A8,1,support:bool
0x180186740,default,PDFOnlineCustomTaskPane,0x180186710,1,filter:bool
0x18013B280,default,PDFOnlineTPEntrace,0x18013B268,1,filter:bool
0x180141890,default,PdfOpenFileDialog,0x180141850,1,support:bool
0x180190360,default,PDFOperatorCheckPageEditPrivilege,0x180190308,1,support:bool
0x1801AB3C0,default,PdfOptionCenterHelper,0x1801AB388,1,support:bool
0x180154710,default,PdfOptionCenterUrlComponent,0x1801546B8,1,value:string
0x18018B180,default,PdfOptionOtherRevertSettings,0x18018B168,1,value:string
0x18019ADD0,default,PDFOrganizeMenu,0x18019ADA0,1,filter:bool
0x1801BE130,default,PdfOrganizePageRBMenuAppKextractpageThumbailRb,0x1801BE0A8,1,filter:bool
0x18018B998,default,PdfOrganizePageRBMenuAppKocrtoolThumbailRb,0x18018B980,1,filter:bool
0x1801A4450,default,PdfOrganizePageRBMenuAppKpdfimageextractThumbailRb,0x1801A4438,1,filter:bool
0x1801BE7E8,default,PdfOrganizePageRBMenuExtractContentThumbail,0x1801BE7D0,1,filter:bool
0x180164558,default,PdfOrganizePageRBMenuThumbailExtractTable,0x180164540,1,filter:bool
0x1801363D0,default,PDFPageAndImageViewportNone,0x180136390,1,filter:bool
0x1801C7D00,default,PDFPageDelete,0x1801C7CB0,1,filter:bool
0x18016BE90,default,PdfPageExtract,0x18016BE58,1,support:bool
0x180159890,default,PdfPageHeaderFooter,0x180159830,2,adjustLayout:bool;resetPageNumStyle:bool
0x180188400,default,PdfPageHeaderFooterCheckDelete,0x1801883B0,1,support:bool
0x180132C88,default,PdfPageHeaderFooterCheckModify,0x180132C70,1,support:bool
0x18019D1D0,default,PdfPageHeaderFooterHelper,0x18019D178,1,support:bool
0x18015D180,default,PDFPageHeaderFooterListWidgetDark,0x18015D120,1,support:bool
0x180185A78,default,PdfPageNumberCommand,0x180185A60,1,support:bool
0x180195210,default,PdfPageObjClipCommand,0x1801951D0,1,adjustLayout:bool
0x1801A8B40,default,PDFPageOperatorDeletePage,0x1801A8B08,1,support:bool
0x18013CD08,default,PdfPageQuickHelpBar,0x18013CCF0,1,filter:bool
0x18017D7C0,default,PDFPageSize,0x18017D7A8,1,filter:bool
0x18015C720,default,PdfPageSzieComponent,0x18015C6E8,1,support:bool
0x180141EC0,default,PdfPageToolMenu,0x180141EA8,1,filter:bool
0x180167230,default,PdfPastePagesMenu,0x1801671D8,1,filter:bool
0x180198580,default,PDFPathEditRightMenu,0x180198528,1,filter:bool
0x1801427E8,default,PdfPdfImageEditMenuAppPhotoprintappPiceditrmenu,0x1801427D0,1,filter:bool
0x1801239C8,default,PdfPdfImageEditMenuSeparator,0x1801239B0,1,filter:bool
0x1801855B8,default,PdfPdfImageMenuAppPhotoprintappPicrmenu,0x1801855A0,1,filter:bool
0x180185E40,default,PdfPdfImageMenuSeparator,0x180185E08,1,filter:bool
0x18018F750,default,PDFPdfInsertBlankPages,0x18018F6F8,1,filter:bool
0x180132DF0,default,PdfPdfOcrExtractMenuOcrExtractTextCopyPic,0x180132DB8,1,filter:bool
0x1801910E0,default,PdfPhoto2PdfentryInstallRoot,0x1801910B0,1,support:bool
0x180140A70,default,PdfPhotoeditAPI,0x180140A38,1,support:bool
0x180189390,default,PdfPhotoEditAppBoxFloatEdit,0x180189308,1,filter:bool
0x18012ADC0,default,PdfPhotoToPdfShareDlgFramework,0x18012ADA8,1,support:bool
0x18019DA80,default,PdfPicFloatBarPhotoEdit,0x18019DA30,1,filter:bool
0x1801BF4D8,default,PdfPicQuickBarImageOcr,0x1801BF4C0,1,filter:bool
0x180138CB0,default,PdfPicQuickBarImgTrans,0x180138C80,1,filter:bool
0x18015DA80,default,PdfPicQuickBarPhotoEdit,0x18015DA30,1,filter:bool
0x1801B65B8,default,PDFPicQuickEdit,0x1801B65A0,1,filter:bool
0x18017B910,default,PDFPicQuickReadImageReplace,0x18017B8F8,1,filter:bool
0x1801A2100,default,PdfPicReadQuickBarOcr,0x1801A20E8,1,filter:bool
0x1801C0910,default,PdfPicReadQuickBarPhoto2pdf,0x1801C08F8,1,filter:bool
0x18016ED30,default,PDFPictureCompressapp,0x18016ECF0,1,filter:bool
0x180131508,default,PdfPictureQuickBar,0x1801314F0,1,filter:bool
0x180196C60,default,PdfPictureQuickBarAppAiAutoclearout,0x180196C00,1,filter:bool
0x18017C188,default,PdfPictureQuickBarAppAiAutocutout,0x18017C170,1,filter:bool
0x180136BF0,default,PdfPictureQuickBarAppAiAutoDebending,0x180136BB8,1,filter:bool
0x1801B6AF0,default,PdfPictureQuickBarAppAiPhotoerasepen2Edit,0x1801B6AB8,1,filter:bool
0x1801A53C0,default,PdfPictureQuickBarAppAiRemoveHandleWriting,0x1801A5390,1,filter:bool
0x1801813C8,default,PdfPictureQuickBarAppAiRemoveMorie,0x1801813B0,1,filter:bool
0x180157980,default,PdfPictureQuickBarAppAiRemoveShadow,0x180157948,1,filter:bool
0x180190760,default,PdfPictureQuickBarAppAiRemoveWatermark,0x180190748,1,filter:bool
0x1801BFB80,default,PdfPictureQuickBarAppImagePreviewOcr,0x1801BF8F8,1,filter:bool
0x18016B240,default,PdfPictureQuickBarAppscannededitpro,0x18016B200,1,filter:bool
0x18013DFE8,default,PdfPluginLoading,0x18013DFD0,1,support:bool
0x180148DF0,default,PDFPluginPath,0x180148D98,1,support:bool
0x1801ADB00,default,PdfPopupMenuEditTextInPictureEntry,0x1801ADAE8,1,filter:bool
0x1801422D0,default,PdfPopupMenuExcerptNotesSelectAreaEntry,0x1801422B8,1,filter:bool
0x180166A90,default,PdfPopupMenuImageExtractPictureEntry,0x180166A78,1,filter:bool
0x18016EE40,default,PdfPopupMenuKingsoftPDFHelpEntry,0x18016EDE8,1,filter:bool
0x180163570,default,PdfPopupMenuOcrPDFFormulaRecognizeEntry,0x180163538,1,filter:bool
0x180127CD8,default,PdfPopupMenuOcrPDFTableRecognizeEntry,0x180127CC0,1,filter:bool
0x180138AB8,default,PdfPopupMenuOcrToolOcrExtractTextEntry,0x180138AA0,1,filter:bool
0x180165000,default,PdfPopupMenuPhotoEditAppClarifyEntry,0x180164FC0,1,filter:bool
0x1801B0340,default,PdfPopupMenuPhotoEditAppPicrMattingEntry,0x1801B0328,1,filter:bool
0x18017BA78,default,PdfPopupMenuPictureCompressEntry,0x18017BA60,1,filter:bool
0x180184950,default,PdfPopupMenuPictureQuickBarEditTextInPictureEditStateEntry,0x180184938,1,filter:bool
0x180151B50,default,PdfPopupMenuPictureQuickBarEditTextInPictureReadStateEntry,0x180151B00,1,filter:bool
0x1801BC690,default,PdfPopupMenuQuickBarExcerptNotesSelectAreaToolbarEntry,0x1801BC660,1,filter:bool
0x180127460,default,PdfPopupMenuQuickBarOcrPDFFormulaRecognizeEntry,0x180127418,1,filter:bool
0x1801B14E0,default,PdfPopupMenuQuickBarOcrPDFTableRecognizeEntry,0x1801B14A0,1,filter:bool
0x180160B90,default,PdfPopupMenuQuickBarOcrToolOcrExtractTextEntry,0x180160B78,1,filter:bool
0x1801226F0,default,PdfPopupMenuReadingModeTextMenuEditTextEntry,0x1801226B0,1,filter:bool
0x1801A3380,default,PdfPopupMenuReadingModeTextMenuEraserEntry,0x1801A3348,1,filter:bool
0x18015BB40,default,PdfPopupMenuUpdateOnlineEntry,0x18015BB28,1,filter:bool
0x180156E48,default,PDFPrePrintProcessing,0x180156E30,1,support:bool
0x18012BD08,default,PdfPreviewFuncTool,0x18012BA30,11,adjustLayout:bool;appId:string;changeIcon:bool;changeTmpPath:bool;configFilePath:string;fontFamily:string;largeHeight:bool;largeWidth:bool;pixPath:string;setEnvironmentVariable:bool;switchIconPath:string
0x18015FB90,default,PDFPrevRecognizeText,0x18015FB48,1,filter:bool
0x18018DA80,default,PdfPrintLogForTest,0x18018DA68,1,support:bool
0x1801BD7D0,default,PDFPrintNotes,0x1801BD798,1,font:string
0x180196730,default,PdfPrintPagerCount,0x180196718,1,value:int
0x1801A5EB8,default,PdfPrintShowInsertWatermark,0x1801A5EA0,1,support:bool
0x18013F930,default,PDFPrivacyLicenseUrl,0x18013F918,1,support:bool
0x18018A070,default,PDFPrivacyLicenseUrlStandrad,0x18018A010,1,support:bool
0x180146C30,default,PDFProButtonStyle,0x180146C18,1,support:bool
0x180152E68,default,PdfProductInfo,0x180152E50,1,support:bool
0x180155010,default,PDFProLoadPlugin,0x180154FE0,1,support:bool
0x180141DC8,default,PdfPromeAccountCustomSize,0x180141DB0,1,support:bool
0x180163CF0,default,PdfPromeAccountHelper,0x180163CB8,1,support:bool
0x1801C0500,default,PdfPromeAccountPanel,0x1801C04D0,1,support:bool
0x180197190,default,PdfPromeAccountUseNativeUrl,0x1801970F0,1,support:bool
0x180138A20,default,PdfPromeGuestnoticeDlg,0x1801389D0,1,support:bool
0x1801BED60,default,PdfPromeStartPage,0x1801BED08,1,support:bool
0x180148470,default,PdfPromeStartPageLogoWin,0x180148458,1,support:bool
0x180130E40,default,PdfPromeStyleStandAlone,0x180130E10,1,support:bool
0x180179300,default,PdfPromeTaskbar,0x1801792B8,1,support:bool
0x18016D0B0,default,PDFPromeTheusHeaderAvatarDisableOpenUserCenter,0x18016D078,1,support:bool
0x180175830,default,PdfPromeUserCenterPage,0x1801757D0,2,localUrl:string;support:bool
0x1801BF0E0,default,PdfProOffCloudShowList,0x1801BF0C8,1,support:bool
0x180151868,default,PdfProofread,0x180151850,1,filter:bool
0x1801A60A8,default,PDFProofreadInToolTab,0x1801A6090,1,filter:bool
0x180133330,default,PDFPropertyPane,0x180133318,1,filter:bool
0x1801676C0,default,PDFPropertyPaneClassicalTaskpane,0x180167690,1,filter:bool
0x180168860,default,PDFProtectCertManage,0x180168760,1,filter:bool
0x180135BB0,default,PdfProtectTab,0x180135B98,1,filter:bool
0x1801714C8,default,PDFProtectWatermark,0x1801714B0,1,filter:bool
0x1801686C0,default,PDFProThreadCount,0x180168688,1,support:bool
0x1801A38D0,default,PDFProUpgradeSign,0x1801A3880,1,support:bool
0x1801663B0,default,PDFProxyAPPTranslationSelectCTReview,0x180166378,1,filter:bool
0x1801AF578,default,PDFProxyFloatBarTranslation,0x1801AF560,1,filter:bool
0x180125680,default,PdfProxyPluginRunApp,0x180125620,1,support:bool
0x1801B24A0,default,PDFProxySetting,0x1801B2468,1,support:bool
0x180186AD0,default,PDFProxyStartTranslationSelect,0x180186AB8,1,filter:bool
0x18012B510,default,PDFProxyStartTranslationSelectFloatMenu,0x18012B4F8,1,filter:bool
0x1801ACA60,default,PDFProxyStartTranslationSelectFollow,0x1801ACA28,1,filter:bool
0x1801CAEC0,default,PDFProxyStartTranslationSelectPane,0x1801CAE80,1,filter:bool
0x180153778,default,PDFQueryAuthStatus,0x180153760,1,support:bool
0x1801A5A10,default,PdfQuickPhrase,0x1801A59C8,1,support:bool
0x1801AD3A8,default,PDFRbAutoCollapseEntrace,0x1801AD390,1,filter:bool
0x18018DF00,default,PDFRbFileMenuReport,0x18018DEA0,1,filter:bool
0x18012B5D0,default,PDFRbFileMenuUpdateOnline,0x18012B5A0,1,filter:bool
0x1801AF1F0,default,PDFRbFileMenuWeiboPluginExportAsImage,0x1801AF1D8,1,support:bool
0x180124388,default,PDFReadDocTypePost,0x180124370,1,support:bool
0x180189800,default,PDFReadingModeExtractionAndIdentification,0x1801897C8,1,filter:bool
0x18016B110,default,PdfReadingModeMiniToolBarAdjustSize,0x18016B0C0,1,support:bool
0x18018D5C8,default,PDFReadingModeTranslationSelect,0x18018D5B0,1,filter:bool
0x1801A07E8,default,PDFReadOnlyMode,0x1801A07B8,2,filter:bool;support:bool
0x180140670,default,PdfReadOnlyRbFileMenuUpdateOnline,0x180140640,1,filter:bool
0x18012DE90,default,PdfReadSpeakerSubcontractASPI,0x18012DE60,1,support:bool
0x1801727A0,default,PdfRecentFileClientDataHanlder,0x180172788,1,support:bool
0x18018BAE8,default,PdfRecentFileFolderReader,0x18018BAD0,1,support:bool
0x180142A90,default,PdfRecentvisitcontainter,0x180142A40,1,support:bool
0x1801C5A80,default,PDFReplacePagesUIAdjust,0x1801C5A68,1,support:bool
0x1801A82B0,default,PDFReplacePageUseAdvanceTool,0x1801A8280,1,filter:bool
0x18013BF60,default,PDFResourceOnlyInKsomisc,0x18013BF48,1,support:bool
0x1801B8CF0,default,PDFReversePage,0x1801B8CA0,1,filter:bool
0x180187510,default,PDFRHdTool,0x1801874D8,1,filter:bool
0x180178FB0,default,PDFRightMenuInsertInsertCatalogPage,0x180178F98,1,filter:bool
0x18016C0F0,default,PDFRightMenuInsertInsertSymbol,0x18016C058,1,filter:bool
0x18014B880,default,PDFRightMenuInsertPageApp,0x18014B840,1,filter:bool
0x1801C2270,default,PdfRightMenuPhotobatchcompress,0x1801C2238,1,filter:bool
0x18015D500,default,PDFRightMenuWordStatistics,0x18015D4E8,1,filter:bool
0x18015AD70,default,PdfRoamingFilePage,0x18015AD20,1,support:bool
0x1801C5030,default,PdfRotation,0x1801C4FF8,1,filter:bool
0x1801CA220,default,PDFSafeProcessUpdate,0x1801CA1D0,1,support:bool
0x18012AF20,default,PDFSaveAs,0x18012AEE8,1,support:bool
0x1801275F0,default,PDFSaveDocOnly,0x1801275D8,1,support:bool
0x1801BF2F0,default,PDFScanEditPicTaskpane,0x1801BF2B0,1,filter:bool
0x180144E20,default,PdfScanEditProOnline,0x180144DC8,1,support:bool
0x1801CD9D0,default,PDFScanEditScanTips,0x1801CD998,1,filter:bool
0x1801C13F0,default,PdfScanMetroStyleDialog,0x1801C13A0,1,support:bool
0x1801C89A8,default,PDFScannedbeautifyTab,0x1801C8990,1,filter:bool
0x1801A11A0,default,PDFScannedEdit,0x1801A1108,1,support:bool
0x180196210,default,PdfScannedEditBeautifyPageDeskew,0x1801961F8,1,support:bool
0x18014D870,default,PDFScannedEditpro,0x18014D838,1,filter:bool
0x18017F930,default,PdfScannedEditProClose,0x18017F8B0,1,filter:bool
0x1801B2E50,default,PDFScannedEditProEntry,0x1801B2DD0,1,filter:bool
0x1801B5DF0,default,PDFScannedEditProFeedback,0x1801B5D80,1,filter:bool
0x18017FD38,default,PdfScannerInsertPages,0x18017FD20,1,support:bool
0x180159C80,default,PDFScreenGrab,0x180159C48,1,filter:bool
0x1801CA240,default,PdfScreengrabHelper,0x1801CA1E8,1,support:bool
0x180181018,default,PdfScreenRecorder,0x180181000,1,support:bool
0x1801ACB50,default,PDFSearchIconButton,0x1801ACB18,1,support:bool
0x1801A4B70,default,PdfSecurityDoc,0x1801A4B38,1,support:bool
0x180194840,default,PdfSecurityDocEnv,0x1801947D8,1,value:string
0x18015BC88,default,PdfSecurityShowBbsWhenTrustCerts,0x18015BC70,1,support:bool
0x1801A6730,default,PdfSecurytyTabCheckPermissions,0x1801A66E0,1,filter:bool
0x18012FDC8,default,PdfSelectionAIAnswer,0x18012FDB0,1,support:bool
0x180161E08,default,PdfSelectWordTranslation,0x180161DF0,1,filter:bool
0x1801BE2B8,default,PDFSentenceTranslation,0x1801BE2A0,1,filter:bool
0x180145B08,default,PdfSetPageNumFormatDlg,0x180145AD8,2,adjustLayout:bool;fitHdpi:bool
0x1801C0AC8,default,PdfSetPageRangeDialog,0x1801C0A98,2,adjustLayout:bool;support:bool
0x180197490,default,PDFShieldTransferDetail,0x180197450,1,support:bool
0x1801C5E20,default,PdfShowInvalidSignatureCross,0x1801C5DB8,1,support:bool
0x1801CDC50,default,PDFShowSplash,0x1801CDC38,1,support:bool
0x1801A9D90,default,PDFSignAddColor,0x1801A9D58,1,support:bool
0x18015B498,default,PDFSignatreCloudSyncVipIcon,0x18015B480,1,visible:bool
0x180182E70,default,PdfSignatureInFormFill,0x180182E08,1,filter:bool
0x180178510,default,PDFSignFiled,0x1801784D8,1,filter:bool
0x18013A420,default,PDFSignPromptDialogWPSPDFTitleTip,0x18013A408,1,support:bool
0x18015B890,default,PdfSnAuthInfo,0x18015B810,1,support:bool
0x180163A88,default,PdfSnipAndPinOcr,0x180163A70,1,support:bool
0x180155B90,default,PDFSNNeedAmin,0x180155B78,1,support:bool
0x18019DAA0,default,PdfSnPrivilege,0x18019DA48,1,support:bool
0x1801717B8,default,PdfSpeakAbstractListCmdUpdate,0x1801717A0,1,support:bool
0x18019D660,default,PdfSpeakToolbarPitchBtn,0x18019D5F8,1,support:bool
0x1801B02F8,default,PdfSpeakUtility,0x1801B02E0,1,support:bool
0x180156BF0,default,PDFSpecialFuncToPhoto,0x180156BD8,1,filter:bool
0x1801B5640,default,PdfSpecializedStyle,0x1801B55D8,1,support:bool
0x180188730,default,PdfSpecializedStyle2,0x180188700,1,support:bool
0x1801C0B18,default,PDFSplitPageFloatToolMenu,0x1801C0B00,1,filter:bool
0x180175C80,default,PdfSplitPrintLargeSize,0x180175C48,1,support:bool
0x1801CCA00,default,PDFStandAloneSplashBg,0x1801CC9D0,1,support:bool
0x180148BF0,default,PDFStandardEnhance,0x180148B90,1,filter:bool
0x18013FC40,default,PDFStandardIPCDetection,0x18013FBF8,1,support:bool
0x180137BE0,default,PDFStandardSaveAs,0x180137BA8,1,filter:bool
0x18012A690,default,PDFStartCompress,0x18012A638,1,filter:bool
0x18015E488,default,PDFStartFullTranslation,0x18015E470,1,filter:bool
0x1801C5160,default,PdfStartFuncCompress,0x1801C5148,1,filter:bool
0x18018C5D0,default,PdfStartPageFileListFilterCustom,0x18018C5B8,1,support:bool
0x18012D200,default,PdfStartPageSubPageTitle,0x18012D1E8,1,support:bool
0x1801461A0,default,PdfStartTranslationSelect,0x180146168,1,filter:bool
0x18018F3F0,default,PDFStatusBarChangeBackground,0x18018F398,1,filter:bool
0x18012A7E0,default,PDFStatusBarDetectPage,0x18012A7A8,1,filter:bool
0x180133C50,default,PDFStudyOnlinePageUrl,0x180133B90,1,ksourl:string
0x180180790,default,PdfSwitchFacePersonal,0x180180730,1,filter:bool
0x1801A6A18,default,PdfSwitchFacePro,0x1801A6A00,1,filter:bool
0x1801BFE88,default,PDFTabbarQAndA,0x1801BFE70,1,filter:bool
0x1801CBE30,default,PDFTableEditFeedback,0x1801CBDF0,1,filter:bool
0x1801926B0,default,PdfTableEditMenuTableRec,0x180192658,1,filter:bool
0x180163208,default,PDFTableEditRecognize,0x1801631F0,1,filter:bool
0x180141680,default,PDFTablePDFRecognizeTableEditRightMenu,0x180141648,1,filter:bool
0x1801A00C0,default,PDFTableRecognize,0x1801A00A8,1,filter:bool
0x18016B2D0,default,PDFTableRecognizeSaveRightMenu,0x18016B2B8,1,filter:bool
0x1801428A8,default,PDFTabStartCAD2PDF,0x180142890,1,filter:bool
0x180191470,default,PDFTabStartPDF2CAD,0x180191438,1,filter:bool
0x18015D558,default,PDFTaskpaneCommandPackage,0x18015D540,1,filter:bool
0x18017E140,default,PDFTaskPaneKuip,0x18017E0E0,1,filter:bool
0x18012C0C8,default,PDFTaskPanePageTask,0x18012C0B0,1,filter:bool
0x1801A3B78,default,PDFTechnicalInfoUrl,0x1801A3B60,1,support:bool
0x18012A450,default,PdfTextQuery2Scan,0x18012A438,1,support:bool
0x18015B870,default,PDFTextToSpeech,0x18015B7F8,1,support:bool
0x180130F40,default,PDFTextToSpeechOption,0x180130ED0,1,filter:bool
0x180136D40,default,PDFThumbailMenu,0x180136D28,1,filter:bool
0x180123868,default,PDFThumbailMenuTopBar,0x180123850,1,filter:bool
0x1801B9A40,default,PDFThumbnailExtendBar,0x1801B9A28,1,filter:bool
0x18016E3C8,default,PDFThumbnailMenuPDF2PhotoPer,0x18016E3B0,1,filter:bool
0x1801A96A0,default,PDFThumbnailPageOperator,0x1801A9630,1,filter:bool
0x18015ABB0,default,PDFToConvertTxt,0x18015AB70,1,support:bool
0x180129998,default,PdfToolbarAigcModify,0x180129980,1,filter:bool
0x180150500,default,PdfToolbarAigcMore,0x1801504D0,1,filter:bool
